,Brand,Model,Color,Type,Rating,No_rating,Bought,Discounted_price,Original_price,Discount
416,Portronics,Portronics Conch Sigma C,White,Wired,3.8,102,500+ bought in past month,₹349,₹799,56%
417,Buds,Buds 2,Black,Wired,,,,₹469,"₹1,999",77%
418,boAt,"boAt Nirvana Ion ANC, Active Noise Cancellation(~32dB), 120Hrs Battery, App Support, Crystal Bionic Sound, 4Mics ENx, v5.3",Crystal Black,Wireless,3.9,"17,232",1K+ bought in past month,"₹2,499","₹9,990",75%
419,realme,realme Buds,,Wireless,3.6,4,200+ bought in past month,"₹1,099","₹2,499",56%
420,Ambrane,Ambrane Type C,Stringz,Wired,3.4,751,600+ bought in past month,₹329,₹699,53%
421,pTron,pTron Bassbuds Duo Pro,Black,,3.5,"2,362",400+ bought in past month,₹649,"₹2,899",78%
422,pTron,"pTron Newly Launched Tangent Evolve with 34Hrs Playtime, HD Mic, Pristine Sound,",Green,Wireless,4.0,149,400+ bought in past month,₹599,"₹1,999",70%
423,boAt,"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic",Moon White,Wireless,3.9,"227,086",500+ bought in past month,"₹1,299","₹3,990",67%
424,pTron,"pTron Boom Ultima V2 Dual Driver,",Black,Wired,3.6,"42,490",900+ bought in past month,₹349,"₹1,900",82%
425,realme,realme Buds,,Wireless,4.2,"19,198",2K+ bought in past month,,,
426,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
427,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
428,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
429,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
430,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
431,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
432,Samsung,,,,3.8,"1,412",600+ bought in past month,₹869,₹999,13%
433,amazon,amazon basics,Light Blue,,3.6,"1,988",500+ bought in past month,₹499,"₹2,499",80%
434,Noise,Noise Aura Buds,Aura Blue,Wireless,4.0,"2,844",500+ bought in past month,"₹1,299","₹4,499",71%
435,Noise,Noise Newly Launched Buds VS601,Emerald Green,Wireless,3.8,397,500+ bought in past month,"₹1,399","₹3,999",65%
436,Boult,Boult Audio K40 True,Denim Blue,Wireless,3.9,"7,012",500+ bought in past month,₹899,"₹2,999",70%
437,realme,realme Buds Air 6,Forrest Green,,4.0,"1,683",600+ bought in past month,"₹3,299","₹5,999",45%
438,Noise,"Noise Master Buds, Sound by Bose",Titanium,,3.9,640,500+ bought in past month,"₹7,999",,
439,Original,Original-Galaxy,White,Wired,4.0,898,400+ bought in past month,₹320,₹899,64%
440,HAMMER,HAMMER Splendor,Black,,3.2,516,500+ bought in past month,₹499,"₹2,499",80%
441,Fastrack,Fastrack Fpods FE100|BT5.4,,,3.6,"3,432",500+ bought in past month,₹749,"₹2,995",75%
442,ZEBRONICS,ZEBRONICS Bro 3.5Mm,Orange,Wired,3.4,"59,333",500+ bought in past month,₹159,₹399,60%
443,Mivi,Mivi SuperPods Immersio [Flagship Launch],,Wireless,3.9,"5,110",,"₹2,199","₹6,499",66%
444,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
445,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
446,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
447,Portronics,Portronics Harmonics Twins S16,Black,Wireless,3.8,647,500+ bought in past month,₹628,"₹1,999",69%
448,Boult,Boult Newly Launched Klarity 1,Black,,3.5,839,500+ bought in past month,"₹1,299","₹3,499",63%
449,Noise,Noise Buds VS402,Neon Black,Wireless,3.8,"12,186",500+ bought in past month,"₹1,399","₹3,999",65%
450,boAt,"boAt Airdopes 800, Dolby Audio, Adaptive EQ by Mimi, 4Mics AI ENx, App Support, Fast Charge, IPX5, v5.3",Interstellar White,Wireless,4.0,"3,927",500+ bought in past month,"₹1,799","₹6,490",72%
451,HAMMER,HAMMER Nova,Black,Wired,3.3,14,,₹299,₹999,70%
452,OPPO,OPPO Enco Air3 Pro True,Green,Wireless,4.1,"1,713",1K+ bought in past month,"₹4,999","₹7,999",38%
453,JBL,JBL Newly Launched Wave Flex,Black,Wireless,3.2,"10,874",400+ bought in past month,"₹2,799","₹4,999",44%
454,Zebronics,"Zebronics Jumbo LITE with 70 Hours Backup,",Upto,Wireless,3.5,"1,272",300+ bought in past month,₹599,"₹2,999",80%
455,boAt,boAt Immortal 125,Black Sabre,,3.5,59,200+ bought in past month,₹799,"₹3,499",77%
456,Bluetooth,Bluetooth,JO,Wireless,5.0,1,100+ bought in past month,₹528,"₹1,599",67%
457,Redmi,"Redmi Buds 6, Dual Driver",Black,Wireless,4.0,"2,725",500+ bought in past month,"₹2,999","₹4,999",40%
458,realme,,Lavender Purple,,4.2,188,500+ bought in past month,"₹3,299","₹4,999",34%
459,ng,ng EarSafe Lite Open Ear Air Conduction,,,3.6,386,,"₹1,999","₹2,999",33%
460,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
461,Jxrev,Jxrev,,Wireless,4.2,"13,287",,"₹1,399","₹4,999",72%
462,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
463,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
464,pTron,pTron Newly Launched Tangent Eon BT v5.3,Grey,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
465,Leaf,Leaf Buds X121 True,Pure White,Wireless,4.1,157,300+ bought in past month,₹699,"₹2,499",72%
466,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
467,Boult,Boult Audio K40 True,Berry Red,Wireless,3.9,"7,012",400+ bought in past month,₹899,"₹2,999",70%
468,Noise,Noise Airwave,Upto,,3.8,"18,072",300+ bought in past month,₹999,"₹2,499",60%
469,Noise,Noise Airwave Pro,Upto,,3.7,228,400+ bought in past month,"₹1,499","₹3,999",63%
470,truke,truke New Launch Crystal Dyno Leather Finish True,,Wireless,4.6,350,300+ bought in past month,"₹1,099","₹2,999",63%
471,Noise,Noise Airwave,Upto,,3.8,"18,072",300+ bought in past month,₹999,"₹2,499",60%
472,pTron,"pTron Newly Launched Tangent Evolve with 34Hrs Playtime, HD Mic, Pristine Sound,",Blue,Wireless,4.0,149,300+ bought in past month,₹599,"₹1,999",70%
473,HAMMER,HAMMER Screen,White,Wireless,3.6,843,400+ bought in past month,"₹1,799","₹8,999",80%
474,Number,Number Super Buds Pro GT99,Glass Black,Wireless,3.3,136,500+ bought in past month,₹799,"₹4,999",84%
475,Boult,Boult Audio FXCharge,Black,,3.7,"29,790",500+ bought in past month,₹899,"₹4,499",80%
476,Samsung,,,,4.0,"1,041",300+ bought in past month,"₹1,759","₹1,999",12%
477,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
478,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
479,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
480,boAt,"boAt Nirvana Ion ANC Pro, Hi-Res Audio LDAC,ANC(~32dB), 120Hrs Battery, App Support, Fast Charge, v5.3",Blazing Comet,Wireless,3.9,"17,232",500+ bought in past month,"₹2,799","₹13,990",80%
481,Jabra,Jabra Evolve 20 Ms Stereo,,Wired,3.9,697,400+ bought in past month,"₹4,839","₹7,156",32%
482,boAt,boAt Airdopes Drift,Black Sabre,,3.7,72,300+ bought in past month,"₹1,099","₹5,990",82%
483,Noise,Noise Newly Launched Air Clips,Pearl Purple,Wireless,2.9,66,500+ bought in past month,"₹2,999","₹3,999",25%
484,amazon,amazon basics,AB,,3.5,421,500+ bought in past month,₹599,"₹2,499",76%
485,Mivi,Mivi SuperPods Immersio [Flagship Launch],,Wireless,3.9,"5,110",500+ bought in past month,"₹2,199","₹6,499",66%
486,soundcore,soundcore R50I NC by Anker Noise Cancelling,,,4.0,"6,811",500+ bought in past month,"₹2,099","₹5,598",63%
487,amazon,amazon basics,AB,,3.3,414,300+ bought in past month,₹599,"₹2,499",76%
488,Boult,Boult Klarity 3 6-Mic Hybrid ANC (Upto 50dB),Upto,,3.4,"2,022",500+ bought in past month,"₹1,799","₹5,999",70%
489,boAt,boAt Rockerz 150 Pro,Green,,3.5,"1,680",500+ bought in past month,"₹1,399","₹3,990",65%
490,Leaf,Leaf Buds X121 True,Carbon Black,Wireless,4.2,370,500+ bought in past month,₹699,"₹2,499",72%
491,Kratos,Kratos Neckband,,,3.4,137,700+ bought in past month,₹299,"₹1,499",80%
492,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
493,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
494,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
495,truke,truke Newly Launched Buds Liberty Open Ear,,Wireless,3.8,859,700+ bought in past month,"₹1,599","₹6,999",77%
496,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
497,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
498,Redmi,Redmi Buds 5C,,,4.0,"2,725",400+ bought in past month,"₹1,799","₹4,999",64%
499,realme,realme Buds N1 True,Energizing Green,Wireless,4.1,"11,183",500+ bought in past month,"₹2,199","₹3,999",45%
500,boAt,"boAt Airdopes 191 ANC, 32dB ANC, Ambient Mode, 60HRS Battery, 4Mics ENx,",Pellucid White,Wireless,3.1,264,500+ bought in past month,"₹1,398","₹6,990",80%
501,Xiaomi,Xiaomi Type-C,White,,3.8,288,400+ bought in past month,₹599,₹999,40%
502,Sony,Sony WF-C510,,Wireless,3.8,"1,286",400+ bought in past month,"₹3,989","₹8,990",56%
503,Noise,Noise Newly Launched Buds Verve 2,Carbon Black,Wireless,4.0,456,500+ bought in past month,"₹1,499","₹3,999",63%
504,Noise,Noise Airwave Pro,Upto,,3.6,99,300+ bought in past month,"₹1,499","₹3,999",63%
505,realme,realme Buds T110 True,Country Green,Wireless,4.0,"26,192",600+ bought in past month,"₹1,299","₹2,999",57%
506,JBL,JBL Wave Beam 2 Ear Buds,Black,Wireless,3.7,731,500+ bought in past month,"₹4,299","₹7,499",43%
507,CrossBeats,CrossBeats Fury Max Gaming,Black,,4.2,"1,261",500+ bought in past month,"₹2,298","₹5,999",62%
508,truke,truke Buds F1 Ultra True,Blue,Wireless,3.8,"2,679",500+ bought in past month,₹899,"₹2,999",70%
509,Mivi,Mivi Commando X7 [Just Launched] Gaming,,Wireless,3.9,236,400+ bought in past month,"₹1,199","₹3,999",70%
510,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
511,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
512,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
513,Zebronics,Zebronics Sound Bomb 7,Black,,3.7,"1,534",400+ bought in past month,₹799,"₹4,299",81%
514,JBL,"JBL C50HI,",Red,Wired,3.9,"9,811",300+ bought in past month,₹499,₹999,50%
515,amazon,amazon basics,AB,,3.6,316,500+ bought in past month,₹549,"₹2,499",78%
516,OnePlus,OnePlus Buds Pro 3,,,4.2,523,500+ bought in past month,"₹11,999","₹13,999",14%
517,Portronics,Portronics Conch Sigma A,White,Wired,4.0,20,400+ bought in past month,₹289,₹599,52%
518,pTron,pTron Boom Play,Black,Wired,3.2,454,200+ bought in past month,₹249,"₹1,199",79%
519,Mivi,"Mivi DuoPods i2 Pro [New Launch], InstaCharge HD Clear Calling",,Wireless,3.8,330,400+ bought in past month,"₹1,199","₹3,999",70%
520,Sony,Sony MDR-EX14AP,Blue,Wired,3.7,"1,650",300+ bought in past month,₹599,"₹1,299",54%
521,Lapster,Lapster Anti-Slip Silicone Ear Buds 4Pieces Silicone Earphone Ear Hooks Plugs for,,,4.0,"2,384",300+ bought in past month,₹99,₹999,90%
522,soundcore,soundcore R50I Nc By Anker Noise Cancelling In Ear,Green,,4.0,"6,811",200+ bought in past month,"₹1,899","₹5,598",66%
523,pTron,pTron InTunes Magic,Jet Black,Wireless,3.7,"2,224",200+ bought in past month,₹499,"₹2,499",80%
524,JBL,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge,",Green,Wireless,3.5,"30,739",200+ bought in past month,"₹1,999","₹2,999",33%
525,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
526,pTron,pTron Bassbuds Gomax,Blue,Wireless,3.5,374,,₹799,"₹2,899",72%
527,pTron,pTron Tangent Eon,Dark Blue,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
528,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
529,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
530,Waterproof,Waterproof and sweatproof Long Battery Life Neck Hanging Bands,Green,,,,,₹499,"₹1,999",75%
531,JBL,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge,",Green,Wireless,3.5,"30,739",200+ bought in past month,"₹1,999","₹2,999",33%
532,Boult,Boult Audio Z40 Gaming,Electric White,,3.9,"1,191",400+ bought in past month,₹999,"₹5,499",82%
533,realme,realme,Country Green,Wireless,4.0,"26,192",400+ bought in past month,"₹1,299","₹2,999",57%
534,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
535,Boat,Boat Rockerz Trinity,Cosmic Black,,3.6,"4,067",300+ bought in past month,"₹1,399","₹2,499",44%
536,boAt,"boAt New Launch Nirvana Crystl, Transparent Case,Spatial Audio, ANC(~32dB), 100Hrs Battery,4Mics ENx, Dual Pair,App Support,",Yellow Pop,Wireless,4.5,457,200+ bought in past month,"₹2,399","₹10,990",78%
537,Boult,Boult Audio K40 True,Khaki Green,Wireless,3.9,"7,012",400+ bought in past month,₹899,"₹2,999",70%
538,TECH,TECH XPERT CMF Buds,,Wireless,1.0,1,,"₹1,799","₹2,999",40%
539,amazon,amazon basics,AB,,3.6,316,500+ bought in past month,₹599,"₹2,499",76%
540,KZ,KZ EDC PRO IEM,DD,Wired,4.0,201,300+ bought in past month,₹883,"₹1,399",37%
541,Samsung,Samsung Galaxy,Silver,Wireless,4.0,344,400+ bought in past month,"₹13,850","₹24,999",45%
542,pTron,pTron Tangent Eon,Black,Wireless,3.7,"2,224",200+ bought in past month,₹599,"₹2,299",74%
543,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
544,pTron,pTron Tangent Flex,Bold Blue,Wireless,3.3,"1,103",800+ bought in past month,₹499,"₹1,999",75%
545,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
546,boAt,"boAt Airdopes Ultra Pro (2025), 100Hrs Battery, Dual Pairing, Spatial Audio, App Support, Fast Charge, 4Mics ENx, v5.3",Zinc White,Wireless,4.4,329,300+ bought in past month,"₹1,799","₹6,990",74%
547,KZ,KZ Castor Pro,,,4.0,153,300+ bought in past month,"₹1,852","₹2,999",38%
548,JBL,JBL Live Pro 2 Premium,Black,Wireless,4.0,"4,926",300+ bought in past month,"₹7,999","₹16,999",53%
549,soundcore,soundcore by Anker R50i VI True,Blue,Wireless,4.3,"38,372",300+ bought in past month,"₹1,299","₹2,249",42%
550,realme,realme Buds T01 True,White,Wireless,3.6,325,300+ bought in past month,"₹1,099","₹2,999",63%
551,Noise,Noise Buds X Prime,Silver Grey,Wireless,3.8,"4,192",400+ bought in past month,"₹1,599","₹4,499",64%
552,Portronics,Portronics Conch Gama,Black,Wired,4.0,"3,277",200+ bought in past month,₹249,₹599,58%
553,JBL,JBL Vibe Beam,TWS,Wireless,3.5,"28,272",300+ bought in past month,"₹2,299","₹5,999",62%
554,Noise,Noise Newly Launched Buds Trance 2,up to,Wireless,2.9,410,400+ bought in past month,"₹1,199","₹2,999",60%
555,boAt,"boAt Nirvana Space, 360 Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3",Celestial White,Wireless,4.0,"4,101",500+ bought in past month,"₹2,099","₹7,990",74%
556,Wecool,Wecool Moonwalk M2 Bone Conduction,,,3.8,"5,189",200+ bought in past month,"₹2,489","₹8,999",72%
557,boAt,boAt Rockerz 235 Pro,Ash Grey,Wireless,3.8,213,500+ bought in past month,₹899,"₹2,490",64%
558,pTron,"pTron Newly Launched Tangent Evolve with 34Hrs Playtime, HD Mic, Pristine Sound,",Green,Wireless,4.0,149,400+ bought in past month,₹599,"₹1,999",70%
559,Boult,"Boult Audio Z40 Pro with 100H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Premium Rubber Grip Case, 13mm Bass Drivers, Made in India",Midnight,Wireless,3.8,"34,264",1K+ bought in past month,"₹1,299","₹5,499",76%
560,Motast,Motast,Black,Wireless,4.2,"12,346",,"₹1,299","₹4,999",74%
561,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
562,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
563,pTron,pTron Tangent Eon,Dark Blue,Wireless,3.7,"2,224",50+ bought in past month,₹599,"₹2,299",74%
564,Portronics,Portronics Conch Kappa C,White,Wired,4.4,3,,₹329,₹799,59%
565,truke,truke New Launch Buds Elite True,Black,Wireless,4.1,184,1K+ bought in past month,₹799,"₹2,299",65%
566,pTron,pTron Bassbuds Tango In-Ear,Bold Black,,3.6,"2,412",200+ bought in past month,₹599,"₹3,999",85%
567,amazon,amazon basics,AB,,3.5,421,300+ bought in past month,₹549,"₹2,499",78%
568,JBL,"JBL C200SI, Premium",Blue,Wired,4.1,"28,765",200+ bought in past month,₹798,"₹1,499",47%
569,PHILIPS,PHILIPS TAN1150BK/94,Deep Black,Wireless,3.0,34,300+ bought in past month,"₹1,199","₹1,999",40%
570,boAt,"boAt Nirvana Ivy, 50dB Hybrid Active Noise Cancellation, 360º Spatial Audio,Fast Charge,App Support, v5.3",Gunmetal Black,Wireless,3.8,515,300+ bought in past month,"₹3,299","₹17,990",82%
571,D2Q,D2Q,Black,Wired,4.0,898,100+ bought in past month,₹320,₹899,64%
572,realme,realme Buds Air 6,Flame Silver,,4.0,"1,683",400+ bought in past month,"₹3,299","₹5,999",45%
573,Jxrev,Jxrev,,Wired,4.0,"2,034",200+ bought in past month,₹545,"₹1,999",73%
574,Noothing,"Noothing Neckband Pro 50dB Active Noise Cancellation, Smart Dial Design, 37 Hrs Playtime",,Wireless,2.9,34,,₹599,₹999,40%
575,Blaupunkt,Blaupunkt EM01,,Wired,3.9,"11,594",200+ bought in past month,₹498,"₹1,299",62%
576,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
577,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
578,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
579,Boult,Boult Newly Launched Klarity 1,Grey,,3.5,839,200+ bought in past month,"₹1,299","₹3,499",63%
580,JBL,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge,",Blue,Wireless,3.5,"30,739",300+ bought in past month,"₹1,999","₹2,999",33%
581,boAt,boAt Rockerz 255 Touch,Teal Green,,3.9,"227,086",500+ bought in past month,"₹1,399","₹4,990",72%
582,Ambrane,Ambrane Type C,Stringz,Wired,3.4,751,300+ bought in past month,₹329,₹699,53%
583,Portronics,Portronics Harmonics Z5,White,Wireless,3.7,200,300+ bought in past month,₹699,"₹2,499",72%
584,truke,truke Newly Launched Buds Freedom Open Ear,Sunset Black,Wireless,3.5,589,200+ bought in past month,"₹1,499","₹6,999",79%
585,pTron,pTron Basspods P81,Light Lilac,Wireless,3.5,374,200+ bought in past month,₹599,"₹2,599",77%
586,soundcore,"soundcore by Anker,Space One,Active Noise Cancelling",,Wireless,4.3,"3,514",200+ bought in past month,"₹7,998","₹19,998",60%
587,boAt,"boAt Nirvana Space, 360º Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3",Infinity Blue,Wireless,4.0,"4,101",500+ bought in past month,"₹2,099","₹8,499",75%
588,truke,truke [Just Launched Buds Q1 Lite True,,Wireless,3.6,"1,052",200+ bought in past month,₹699,"₹2,499",72%
589,amazon,amazon basics True,White,Wireless,3.0,24,300+ bought in past month,₹549,"₹2,999",82%
590,realme,realme Buds T300,Stylish Black,,4.1,"11,183",200+ bought in past month,"₹2,399","₹3,999",40%
591,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
592,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
593,Boult,Boult Z20,Pine Green,Wireless,4.2,"2,355",5K+ bought in past month,₹999,"₹5,499",82%
594,pTron,pTron Bassbuds NX,Sand Brown,Wireless,3.4,"72,362",100+ bought in past month,₹599,"₹2,599",77%
595,Kratos,Kratos,,Wireless,3.9,292,100+ bought in past month,₹799,"₹2,999",73%
596,iGear,iGear Crystal,Neon Green,Wireless,3.5,101,,"₹1,299","₹3,000",57%
597,realme,realme Buds T300,Stylish Black,,4.1,"11,183",200+ bought in past month,"₹2,399","₹3,999",40%
598,amazon,amazon basics True,Black,Wireless,2.9,57,300+ bought in past month,₹599,"₹2,999",80%
599,Fastrack,Fastrack Fpods FZ100,,,3.6,"3,432",200+ bought in past month,"₹1,178","₹4,995",76%
600,truke,truke New Launch Buds Aura True,CarbonBlack,Wireless,4.2,408,400+ bought in past month,₹899,"₹2,799",68%
601,Noise,Noise Newly Launched Air Buds 6,up to,,4.0,"2,844",200+ bought in past month,"₹2,499","₹3,499",29%
602,boAt,"boAt Nirvana Ion ANC, Active Noise Cancellation(~32dB), 120Hrs Battery, App Support, Crystal Bionic Sound, 4Mics ENx, v5.3",Blazing Comet,Wireless,3.9,"17,232",300+ bought in past month,"₹2,299","₹9,990",77%
603,Earphones,Earphones,,Wired,,,50+ bought in past month,₹549,"₹1,599",66%
604,Wireless,Wireless,,Wireless,5.0,2,,₹305,₹699,56%
605,truke,truke New Launch BTG Ultra True,,Wireless,3.8,"1,355",700+ bought in past month,₹899,"₹2,999",70%
606,boAt,"boAt Nirvana Space, 360 Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3",Pink Punch,Wireless,4.0,"4,101",300+ bought in past month,"₹2,099","₹8,499",75%
607,boAt,"boAt Nirvana Space, 360º Spatial Audio, Active Noise Cancellation (~32dB), 100Hrs Battery,4Mics ENx, Fast Charge, v5.3",Cosmos Green,Wireless,4.0,"4,101",300+ bought in past month,"₹2,099","₹8,499",75%
608,Nu,Nu Republic Cyberstud X8,Silver,Wireless,4.1,62,300+ bought in past month,₹999,"₹2,999",67%
609,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
610,Oraimo,Oraimo,White,Wired,3.8,"1,228",,₹299,,
611,Amazon,Amazon Brand - Solimo,Black,Wired,3.2,168,,₹179,,
612,truke,truke Buds BTG1 True,ENC,Wireless,3.6,"3,818",300+ bought in past month,₹799,"₹3,499",77%
613,Boult,Boult Audio Z40 Gaming,Black Moss,,3.9,"1,191",200+ bought in past month,₹999,"₹5,499",82%
614,Blaupunkt,Blaupunkt EM06,,Wired,3.9,"11,594",300+ bought in past month,₹349,"₹1,199",71%
615,Blaupunkt,Blaupunkt EM06,,Wired,3.9,"11,594",200+ bought in past month,₹349,"₹1,199",71%
616,pTron,pTron Basspods P81,Powder Blue,Wireless,3.5,374,200+ bought in past month,₹599,"₹2,599",77%
617,Sony,Sony WI-XB400,Blue,Wireless,4.0,"51,527",200+ bought in past month,"₹4,990",,
618,JBL,JBL New Launch Tune Flex 2,Black,,4.0,580,200+ bought in past month,"₹5,999","₹9,999",40%
619,Zebronics,Zebronics Zeb-Calyx,Black,Wired,3.4,"6,848",300+ bought in past month,₹349,₹399,13%
620,boAt,boAt Rockerz 255 Pro,Navy Blue,,4.1,"83,689",500+ bought in past month,"₹1,399","₹3,499",60%
621,Portronics,Portronics Harmonics Twins S13,Black,Wireless,3.7,161,200+ bought in past month,₹599,"₹1,999",70%
622,Kreo,Kreo Hydra 3.5mm Dual Dynamic Driver,,Wired,3.7,717,200+ bought in past month,"₹1,199","₹2,499",52%
623,Mivi,Mivi DuoPods i2 True,,Wireless,3.7,"5,310",200+ bought in past month,₹999,"₹2,999",67%
624,pTron,pTron Tangent Duo In Ear,Jet Black,Wireless,3.7,809,300+ bought in past month,₹399,"₹1,899",79%
625,pTron,pTron Boom Play X2 In Ear Type C,Black,Wired,3.6,629,300+ bought in past month,₹399,"₹1,499",73%
626,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
627,RTUSIA,RTUSIA Small,,Wireless,4.0,"5,256",50+ bought in past month,"₹2,499","₹6,999",64%
628,Noise,Noise Newly Launched Buds VS601,Cobalt Blue,Wireless,3.8,397,1K+ bought in past month,"₹1,399","₹3,999",65%
629,pTron,pTron Tangentbeat,Green,Wireless,3.8,"76,117",600+ bought in past month,₹599,"₹2,499",76%
630,Mivi,Mivi DuoPods i7,,Wireless,3.8,88,100+ bought in past month,₹999,"₹4,999",80%
631,realme,realme Buds,,Wireless,4.2,"19,198",50+ bought in past month,"₹1,599","₹2,999",47%
632,soundcore,soundcore Life Note 3i Noise Cancelling in ear,,,3.6,102,300+ bought in past month,,,
633,HUMBLE,HUMBLE,,Wired,4.0,84,500+ bought in past month,₹299,"₹1,499",80%
634,pTron,pTron Pride Lite,Metallic Black,Wired,3.8,"5,714",300+ bought in past month,₹249,₹899,72%
635,Noise,Noise Airwave Pro,Upto,,3.7,85,200+ bought in past month,"₹1,499","₹3,999",63%
636,CrossBeats,CrossBeats Shuffl ANC Neckband,Black,Wireless,3.8,"1,483",200+ bought in past month,"₹1,798","₹4,999",64%
637,Skullcandy,Skullcandy Jib In Ear,,Wired,3.9,"3,433",200+ bought in past month,₹399,"₹1,999",80%
638,Noise,Noise Newly Launched Air Buds Pro 6,up to,Wireless,4.0,"2,844",200+ bought in past month,"₹2,999","₹3,999",25%
639,truke,truke New Launch BTG Flex True,Black,Wireless,3.9,590,200+ bought in past month,₹999,"₹3,499",71%
640,Mivi,Mivi DuoPods i2 True,,Wireless,3.7,"5,310",300+ bought in past month,₹999,"₹2,999",67%
641,boAt,"boAt Immortal 181, 40HRS Battery, 4Mics ENx, 40ms Low Latency, RGB Led Lights, Fast Charge, IWP Tech, v5.3",Black Sabre,Wireless,3.6,428,400+ bought in past month,"₹1,299","₹3,499",63%
